#XList		#YList		#IList		
0.000000	0.079792	40.752033
0.500000	0.079792	45.976547
1.000000	0.079792	54.027573
1.500000	0.079792	22.615749
2.000000	0.079792	45.196804
2.500000	0.079792	43.804749
3.000000	0.079792	48.279507
3.500000	0.079792	27.261883
4.000000	0.079792	39.854691
4.500000	0.079792	59.762791
5.000000	0.079792	62.486053
5.500000	0.079792	27.863428
6.000000	0.079792	52.121925
6.500000	0.079792	36.680885
7.000000	0.079792	18.252407
7.500000	0.079792	60.865906
8.000000	0.079792	56.279991
8.500000	0.079792	47.368420
9.000000	0.079792	56.979504
9.500000	0.079792	47.100609
10.000000	0.079792	46.413803
0.000000	0.579792	15.303401
0.500000	0.579792	35.199043
1.000000	0.579792	52.045570
1.500000	0.579792	16.132574
2.000000	0.579792	27.131775
2.500000	0.579792	38.596409
3.000000	0.579792	42.912960
3.500000	0.579792	50.631603
4.000000	0.579792	54.941532
4.500000	0.579792	41.905735
5.000000	0.579792	20.543703
5.500000	0.579792	64.343483
6.000000	0.579792	72.083099
6.500000	0.579792	70.362892
7.000000	0.579792	77.754715
7.500000	0.579792	61.106945
8.000000	0.579792	59.662601
8.500000	0.579792	37.903519
9.000000	0.579792	54.255638
9.500000	0.579792	78.205315
10.000000	0.579792	63.012852
0.000000	1.079792	43.711571
0.500000	1.079792	45.459354
1.000000	1.079792	18.159739
1.500000	1.079792	41.013153
2.000000	1.079792	40.857571
2.500000	1.079792	42.714848
3.000000	1.079792	63.673347
3.500000	1.079792	53.881119
4.000000	1.079792	60.341663
4.500000	1.079792	64.342010
5.000000	1.079792	67.257538
5.500000	1.079792	60.493294
6.000000	1.079792	63.862038
6.500000	1.079792	43.293953
7.000000	1.079792	43.892635
7.500000	1.079792	43.353718
8.000000	1.079792	64.232292
8.500000	1.079792	53.751324
9.000000	1.079792	27.491882
9.500000	1.079792	84.625099
10.000000	1.079792	70.321892
0.000000	1.579792	16.555748
0.500000	1.579792	38.422733
1.000000	1.579792	50.323174
1.500000	1.579792	37.621788
2.000000	1.579792	56.819038
2.500000	1.579792	41.937752
3.000000	1.579792	34.508408
3.500000	1.579792	31.092674
4.000000	1.579792	45.469490
4.500000	1.579792	41.369339
5.000000	1.579792	44.749813
5.500000	1.579792	38.690559
6.000000	1.579792	18.152792
6.500000	1.579792	25.196016
7.000000	1.579792	37.732765
7.500000	1.579792	43.861469
8.000000	1.579792	62.238674
8.500000	1.579792	50.954716
9.000000	1.579792	67.736366
9.500000	1.579792	83.320869
10.000000	1.579792	74.812889
0.000000	2.079792	38.455910
0.500000	2.079792	77.493095
1.000000	2.079792	73.274796
1.500000	2.079792	82.310150
2.000000	2.079792	51.116840
2.500000	2.079792	19.430401
3.000000	2.079792	17.714422
3.500000	2.079792	40.233608
4.000000	2.079792	51.853027
4.500000	2.079792	33.508972
5.000000	2.079792	40.815434
5.500000	2.079792	44.388451
6.000000	2.079792	56.524628
6.500000	2.079792	67.134369
7.000000	2.079792	53.132797
7.500000	2.079792	48.660759
8.000000	2.079792	54.717682
8.500000	2.079792	81.327980
9.000000	2.079792	74.485481
9.500000	2.079792	53.472347
10.000000	2.079792	43.773003
0.000000	2.579792	25.769087
0.500000	2.579792	56.067463
1.000000	2.579792	67.728806
1.500000	2.579792	34.012573
2.000000	2.579792	37.734249
2.500000	2.579792	32.408787
3.000000	2.579792	51.601879
3.500000	2.579792	54.693954
4.000000	2.579792	42.243053
4.500000	2.579792	23.135998
5.000000	2.579792	48.349705
5.500000	2.579792	33.125874
6.000000	2.579792	60.600170
6.500000	2.579792	70.209450
7.000000	2.579792	54.161633
7.500000	2.579792	38.846470
8.000000	2.579792	52.793816
8.500000	2.579792	61.879963
9.000000	2.579792	47.080185
9.500000	2.579792	62.142803
10.000000	2.579792	61.807224
0.000000	3.079792	53.827999
0.500000	3.079792	70.413040
1.000000	3.079792	28.722960
1.500000	3.079792	65.169273
2.000000	3.079792	47.060394
2.500000	3.079792	28.437113
3.000000	3.079792	48.231365
3.500000	3.079792	67.203835
4.000000	3.079792	45.697453
4.500000	3.079792	53.030956
5.000000	3.079792	45.848465
5.500000	3.079792	27.803291
6.000000	3.079792	22.537035
6.500000	3.079792	61.836716
7.000000	3.079792	36.196587
7.500000	3.079792	34.723782
8.000000	3.079792	49.126560
8.500000	3.079792	67.487823
9.000000	3.079792	50.011051
9.500000	3.079792	47.500549
10.000000	3.079792	106.629509
0.000000	3.579792	68.674950
0.500000	3.579792	63.584110
1.000000	3.579792	52.754826
1.500000	3.579792	57.663979
2.000000	3.579792	77.729759
2.500000	3.579792	70.884476
3.000000	3.579792	68.575172
3.500000	3.579792	65.717476
4.000000	3.579792	73.001785
4.500000	3.579792	49.407009
5.000000	3.579792	21.507170
5.500000	3.579792	40.923595
6.000000	3.579792	19.772287
6.500000	3.579792	39.873466
7.000000	3.579792	62.791763
7.500000	3.579792	49.994293
8.000000	3.579792	30.593500
8.500000	3.579792	96.328888
9.000000	3.579792	104.020569
9.500000	3.579792	107.409645
10.000000	3.579792	112.818977
0.000000	4.079792	44.484772
0.500000	4.079792	61.646240
1.000000	4.079792	21.703480
1.500000	4.079792	30.051897
2.000000	4.079792	69.176651
2.500000	4.079792	49.519020
3.000000	4.079792	68.248817
3.500000	4.079792	62.933968
4.000000	4.079792	72.548660
4.500000	4.079792	73.706398
5.000000	4.079792	62.105690
