3396.503906	5.912695
3394.312500	-9.937690
3392.120117	4.973665
3389.927734	-7.485581
3387.734375	-1.702534
3385.540039	-9.596528
3383.345703	3.017263
3381.150391	3.096632
3378.954102	2.036852
3376.757813	-1.299321
3374.560547	4.468518
3372.362305	5.682405
3370.164063	-9.025950
3367.964844	-13.494676
3365.765625	-2.049483
3363.565430	-9.927660
3361.364258	-4.170723
3359.163086	7.260477
3356.960938	3.925756
3354.758789	3.997234
3352.555664	1.798764
3350.351563	0.735326
3348.146484	-5.998273
3345.941406	-12.728699
3343.736328	13.412753
3341.529297	1.014140
3339.322266	-2.315962
3337.115234	5.679740
3334.907227	-1.047319
3332.698242	-7.771144
3330.488281	12.664329
3328.278320	8.201725
3326.067383	3.741102
3323.856445	-6.370334
3321.644531	-1.783552
3319.431641	3.930081
3317.218750	-3.915242
3315.004883	2.924040
3312.791016	-17.336273
3310.575195	3.045789
3308.360352	-11.562524
3306.143555	-4.730724
3303.926758	-5.797176
3301.708984	2.155584
3299.491211	14.611651
3297.272461	-1.108532
3295.052734	-2.176685
3292.833008	-12.253670
3290.612305	9.197042
3288.390625	-12.133241
3286.168945	-13.198934
3283.946289	2.608343
3281.723633	-2.959943
3279.500000	9.462022
3277.275391	1.646282
3275.049805	-16.277771
3272.824219	-8.356918
3270.598633	-1.563923
3268.371094	-0.388323
3266.143555	9.764774
3263.916016	15.423693
3261.687500	0.888570
3259.458008	5.424637
3257.227539	18.926247
3254.997070	23.453884
3252.765625	22.376438
3250.534180	32.500305
3248.300781	40.378555
3246.068359	50.490868
3243.833984	57.239651
3241.599609	36.013008
3239.364258	25.983324
3237.128906	5.894962
3234.892578	22.708342
3232.655273	21.630505
3230.417969	18.318365
3228.179688	-3.980465
3225.941406	23.981697
3223.701172	10.623792
3221.460938	1.737114
3219.220703	-12.723354
3216.979492	21.900621
3214.737305	10.787185
3212.494141	18.630413
3210.250977	3.065824
3208.006836	17.590843
3205.762695	6.489929
3203.517578	8.756813
3201.271484	11.022117
3199.025391	11.060133
3196.778320	-2.252636
3194.530273	1.125217
3192.282227	1.165122
3190.033203	8.985891
3187.783203	1.244066
3185.533203	5.726928
3183.282227	7.985689
3181.030273	4.691252
3178.778320	-6.371720
3176.525391	19.191507
3174.271484	10.348987
3172.017578	10.383778
3169.762695	5.983286
3167.507813	9.344125
3165.251953	11.594700
3162.995117	1.657814
3160.737305	9.446327
3158.479492	7.265503
3156.220703	-0.448627
3153.961914	11.759338
3151.702148	-4.802057
3149.441406	-1.447598
3147.179688	4.115963
3144.917969	10.781420
3142.655273	18.547869
3140.392578	7.530351
3138.128906	7.562433
3135.864258	-3.446062
3133.599609	-0.100110
3131.333984	8.760793
3129.067383	9.894819
3126.799805	-4.410888
3124.532227	-7.683987
3122.264648	7.781138
3119.995117	12.218946
3117.725586	11.146425
3115.455078	3.467112
3113.184570	-8.611575
3110.913086	15.635585
3108.640625	6.860816
3106.368164	-0.809166
3104.094727	6.919996
3101.820313	0.353412
3099.545898	11.374550
3097.270508	28.981434
3094.994141	12.528315
3092.717773	12.555444
3090.440430	7.093675
3088.162109	7.122099
3085.883789	12.635983
3083.603516	-1.595967
3081.324219	1.724006
3079.042969	16.003830
3076.761719	-1.504858
3074.480469	18.245230
3072.197266	8.412408
3069.914063	19.388739
3067.629883	5.182530
3065.345703	6.304568
3063.060547	20.553726
3060.774414	12.921142
3058.488281	3.106102
3056.201172	11.878412
3053.913086	20.645620
3051.625000	13.021391
3049.335938	-8.795930
3047.044922	-3.305939
3044.755859	2.180761
3042.464844	13.120111
3040.171875	5.508634
3037.878906	10.987928
3035.585938	0.110594
3033.292969	21.936831
3030.998047	13.241693
3028.703125	5.640771
3026.408203	13.289777
3024.111328	-1.927508
3021.814453	3.542509
3019.515625	-1.870986
3017.218750	20.999296
3014.919922	13.408959
3012.619141	5.822989
3010.318359	6.935596
3008.017578	4.788104
3005.716797	5.900283
3003.414063	18.956116
3001.111328	20.063532
2998.806641	5.977249
2996.503906	12.512221
2994.197266	25.551058
2991.892578	8.222425
2989.585938	6.079360
2987.279297	19.108696
2984.970703	7.213635
2982.662109	10.487853
2980.353516	17.008312
2978.044922	17.030561
2975.734375	23.545382
2973.423828	9.502603
2971.111328	20.341743
2968.798828	11.713811
2966.486328	42.001217
2964.171875	17.164085
2961.857422	27.988529
2959.542969	28.007645
2957.226563	17.230852
2954.910156	30.204508
2952.593750	36.696861
2950.275391	22.691000
2947.957031	28.103483
2945.638672	20.576450
2943.318359	25.986481
2940.998047	43.244919
2938.677734	18.486574
2936.355469	29.276567
2934.033203	31.448542
2931.710938	30.390793
2929.386719	23.954504
2927.062500	35.806103
2924.736328	14.318912
2922.412109	21.866844
2920.083984	32.634357
2917.757813	14.389754
2915.429688	26.227242
2913.101563	32.689579
2910.771484	14.461058
2908.443359	10.192698
2906.111328	18.799770
2903.781250	18.822470
2901.449219	11.340481
2899.117188	14.580889
2896.783203	9.247627
2894.449219	19.985157
